geneBioID	ProteinBioCynId
FBGN0035793	FBGN0035793-MONOMER
FBGN0030611	FBGN0030611-MONOMER
FBGN0035294	FBGN0035294-MONOMER
FBGN0031178	FBGN0031178-MONOMER
FBGN0259192	FBGN0259192-MONOMER
FBGN0038009	FBGN0038009-MONOMER
FBGN0033264	FBGN0033264-MONOMER
FBGN0035056	FBGN0035056-MONOMER
FBGN0027280	FBGN0027280-MONOMER
FBGN0085221	FBGN0085221-MONOMER
FBGN0032345	FBGN0032345-MONOMER
FBGN0030768	FBGN0030768-MONOMER
FBGN0039165	FBGN0039165-MONOMER
FBGN0032663	FBGN0032663-MONOMER
FBGN0031473	FBGN0031473-MONOMER
FBGN0031731	FBGN0031731-MONOMER
FBGN0030172	FBGN0030172-MONOMER
FBGN0039434	FBGN0039434-MONOMER
FBGN0051459	FBGN0051459-MONOMER
FBGN0050058	FBGN0050058-MONOMER
FBGN0030328	FBGN0030328-MONOMER
FBGN0051051	FBGN0051051-MONOMER
FBGN0039127	FBGN0039127-MONOMER
FBGN0052971	FBGN0052971-MONOMER
FBGN0038781	FBGN0038781-MONOMER
FBGN0052797	FBGN0052797-MONOMER
FBGN0051104	FBGN0051104-MONOMER
FBGN0051424	FBGN0051424-MONOMER
FBGN0037535	FBGN0037535-MONOMER
FBGN0016031	FBGN0016031-MONOMER
FBGN0038602	FBGN0038602-MONOMER
FBGN0033502	FBGN0033502-MONOMER
FBGN0003015	FBGN0003015-MONOMER
FBGN0030566	FBGN0030566-MONOMER
FBGN0039792	FBGN0039792-MONOMER
FBGN0039536	FBGN0039536-MONOMER
FBGN0035677	FBGN0035677-MONOMER
FBGN0030220	FBGN0030220-MONOMER
FBGN0035550	FBGN0035550-MONOMER
FBGN0035554	FBGN0035554-MONOMER
FBGN0034663	FBGN0034663-MONOMER
FBGN0040892	FBGN0040892-MONOMER
FBGN0050349	FBGN0050349-MONOMER
FBGN0036343	FBGN0036343-MONOMER
FBGN0052679	FBGN0052679-MONOMER
FBGN0085587	FBGN0085587-MONOMER
FBGN0036584	FBGN0036584-MONOMER
FBGN0039450	FBGN0039450-MONOMER
FBGN0034070	FBGN0034070-MONOMER
FBGN0037050	FBGN0037050-MONOMER
FBGN0027929	FBGN0027929-MONOMER
FBGN0085579	FBGN0085579-MONOMER
FBGN0027865	FBGN0027865-MONOMER
FBGN0051974	FBGN0051974-MONOMER
FBGN0085619	FBGN0085619-MONOMER
FBGN0052022	FBGN0052022-MONOMER
FBGN0039930	FBGN0039930-MONOMER
FBGN0037750	FBGN0037750-MONOMER
FBGN0037207	FBGN0037207-MONOMER
FBGN0037162	FBGN0037162-MONOMER
FBGN0030997	FBGN0030997-MONOMER
FBGN0004372	FBGN0004372-MONOMER
FBGN0032900	FBGN0032900-MONOMER
FBGN0037636	FBGN0037636-MONOMER
FBGN0027565	FBGN0027565-MONOMER
FBGN0032489	FBGN0032489-MONOMER
FBGN0035165	FBGN0035165-MONOMER
FBGN0040778	FBGN0040778-MONOMER
FBGN0032647	FBGN0032647-MONOMER
FBGN0031065	FBGN0031065-MONOMER
FBGN0042110	FBGN0042110-MONOMER
FBGN0031052	FBGN0031052-MONOMER
FBGN0030468	FBGN0030468-MONOMER
FBGN0046816	FBGN0046816-MONOMER
FBGN0035986	FBGN0035986-MONOMER
FBGN0031469	FBGN0031469-MONOMER
FBGN0058189	FBGN0058189-MONOMER
FBGN0033557	FBGN0033557-MONOMER
FBGN0034324	FBGN0034324-MONOMER
FBGN0032751	FBGN0032751-MONOMER
FBGN0046832	FBGN0046832-MONOMER
FBGN0032215	FBGN0032215-MONOMER
FBGN0034548	FBGN0034548-MONOMER
FBGN0004593	FBGN0004593-MONOMER
FBGN0031747	FBGN0031747-MONOMER
FBGN0034791	FBGN0034791-MONOMER
FBGN0004108	FBGN0004108-MONOMER
FBGN0032872	FBGN0032872-MONOMER
FBGN0051210	FBGN0051210-MONOMER
FBGN0085554	FBGN0085554-MONOMER
FBGN0085243	FBGN0085243-MONOMER
FBGN0085278	FBGN0085278-MONOMER
FBGN0050334	FBGN0050334-MONOMER
FBGN0034313	FBGN0034313-MONOMER
FBGN0039686	FBGN0039686-MONOMER
FBGN0033174	FBGN0033174-MONOMER
FBGN0039031	FBGN0039031-MONOMER
FBGN0032230	FBGN0032230-MONOMER
FBGN0039947	FBGN0039947-MONOMER
FBGN0036603	FBGN0036603-MONOMER
FBGN0036202	FBGN0036202-MONOMER
FBGN0038420	FBGN0038420-MONOMER
FBGN0053494	FBGN0053494-MONOMER
FBGN0054028	FBGN0054028-MONOMER
FBGN0053698	FBGN0053698-MONOMER
FBGN0030094	FBGN0030094-MONOMER
FBGN0085442	FBGN0085442-MONOMER
FBGN0031476	FBGN0031476-MONOMER
FBGN0039299	FBGN0039299-MONOMER
FBGN0033736	FBGN0033736-MONOMER
FBGN0050259	FBGN0050259-MONOMER
FBGN0032694	FBGN0032694-MONOMER
FBGN0032371	FBGN0032371-MONOMER
FBGN0259199	FBGN0259199-MONOMER
FBGN0085521	FBGN0085521-MONOMER
FBGN0034966	FBGN0034966-MONOMER
FBGN0052176	FBGN0052176-MONOMER
FBGN0058137	FBGN0058137-MONOMER
FBGN0085305	FBGN0085305-MONOMER
FBGN0029740	FBGN0029740-MONOMER
FBGN0085498	FBGN0085498-MONOMER
FBGN0030112	FBGN0030112-MONOMER
FBGN0040751	FBGN0040751-MONOMER
FBGN0026593	FBGN0026593-MONOMER
FBGN0053052	FBGN0053052-MONOMER
FBGN0085216	FBGN0085216-MONOMER
FBGN0032503	FBGN0032503-MONOMER
FBGN0034467	FBGN0034467-MONOMER
FBGN0085707	FBGN0085707-MONOMER
FBGN0052202	FBGN0052202-MONOMER
FBGN0050000	FBGN0050000-MONOMER
FBGN0032631	FBGN0032631-MONOMER
FBGN0051279	FBGN0051279-MONOMER
FBGN0034849	FBGN0034849-MONOMER
FBGN0037340	FBGN0037340-MONOMER
FBGN0033692	FBGN0033692-MONOMER
FBGN0052450	FBGN0052450-MONOMER
FBGN0030349	FBGN0030349-MONOMER
FBGN0052820	FBGN0052820-MONOMER
FBGN0032915	FBGN0032915-MONOMER
FBGN0051007	FBGN0051007-MONOMER
FBGN0035519	FBGN0035519-MONOMER
FBGN0035380	FBGN0035380-MONOMER
FBGN0031412	FBGN0031412-MONOMER
FBGN0051882	FBGN0051882-MONOMER
FBGN0030359	FBGN0030359-MONOMER
FBGN0051353	FBGN0051353-MONOMER
FBGN0033421	FBGN0033421-MONOMER
FBGN0039540	FBGN0039540-MONOMER
FBGN0035715	FBGN0035715-MONOMER
FBGN0032080	FBGN0032080-MONOMER
FBGN0035832	FBGN0035832-MONOMER
FBGN0052181	FBGN0052181-MONOMER
FBGN0037035	FBGN0037035-MONOMER
FBGN0038240	FBGN0038240-MONOMER
FBGN0053651	FBGN0053651-MONOMER
FBGN0030647	FBGN0030647-MONOMER
FBGN0053482	FBGN0053482-MONOMER
FBGN0040553	FBGN0040553-MONOMER
FBGN0044452	FBGN0044452-MONOMER
FBGN0037468	FBGN0037468-MONOMER
FBGN0037363	FBGN0037363-MONOMER
FBGN0031927	FBGN0031927-MONOMER
FBGN0067903	FBGN0067903-MONOMER
FBGN0030292	FBGN0030292-MONOMER
FBGN0039876	FBGN0039876-MONOMER
FBGN0029580	FBGN0029580-MONOMER
FBGN0085222	FBGN0085222-MONOMER
FBGN0030946	FBGN0030946-MONOMER
FBGN0250867	FBGN0250867-MONOMER
FBGN0033153	FBGN0033153-MONOMER
FBGN0030654	FBGN0030654-MONOMER
FBGN0023530	FBGN0023530-MONOMER
FBGN0032913	FBGN0032913-MONOMER
FBGN0085687	FBGN0085687-MONOMER
FBGN0052225	FBGN0052225-MONOMER
FBGN0037714	FBGN0037714-MONOMER
FBGN0046825	FBGN0046825-MONOMER
FBGN0085205	FBGN0085205-MONOMER
FBGN0037656	FBGN0037656-MONOMER
FBGN0035582	FBGN0035582-MONOMER
FBGN0031356	FBGN0031356-MONOMER
FBGN0030254	FBGN0030254-MONOMER
FBGN0040362	FBGN0040362-MONOMER
FBGN0016053	FBGN0016053-MONOMER
FBGN0037110	FBGN0037110-MONOMER
FBGN0085347	FBGN0085347-MONOMER
FBGN0036673	FBGN0036673-MONOMER
FBGN0033770	FBGN0033770-MONOMER
FBGN0038333	FBGN0038333-MONOMER
FBGN0037615	FBGN0037615-MONOMER
FBGN0030165	FBGN0030165-MONOMER
FBGN0050159	FBGN0050159-MONOMER
FBGN0053665	FBGN0053665-MONOMER
FBGN0040653	FBGN0040653-MONOMER
FBGN0035816	FBGN0035816-MONOMER
FBGN0058346	FBGN0058346-MONOMER
FBGN0031284	FBGN0031284-MONOMER
FBGN0052633	FBGN0052633-MONOMER
FBGN0034294	FBGN0034294-MONOMER
FBGN0036360	FBGN0036360-MONOMER
FBGN0036255	FBGN0036255-MONOMER
FBGN0033819	FBGN0033819-MONOMER
FBGN0022027	FBGN0022027-MONOMER
FBGN0032283	FBGN0032283-MONOMER
FBGN0034670	FBGN0034670-MONOMER
FBGN0051253	FBGN0051253-MONOMER
FBGN0054049	FBGN0054049-MONOMER
FBGN0030269	FBGN0030269-MONOMER
FBGN0034126	FBGN0034126-MONOMER
FBGN0038151	FBGN0038151-MONOMER
FBGN0031390	FBGN0031390-MONOMER
FBGN0032624	FBGN0032624-MONOMER
FBGN0031235	FBGN0031235-MONOMER
FBGN0037282	FBGN0037282-MONOMER
FBGN0039395	FBGN0039395-MONOMER
FBGN0051303	FBGN0051303-MONOMER
FBGN0031849	FBGN0031849-MONOMER
FBGN0039151	FBGN0039151-MONOMER
FBGN0038583	FBGN0038583-MONOMER
FBGN0083961	FBGN0083961-MONOMER
FBGN0040391	FBGN0040391-MONOMER
FBGN0032755	FBGN0032755-MONOMER
FBGN0039488	FBGN0039488-MONOMER
FBGN0038639	FBGN0038639-MONOMER
FBGN0035328	FBGN0035328-MONOMER
FBGN0034402	FBGN0034402-MONOMER
FBGN0036945	FBGN0036945-MONOMER
FBGN0036503	FBGN0036503-MONOMER
FBGN0037206	FBGN0037206-MONOMER
FBGN0035592	FBGN0035592-MONOMER
FBGN0031288	FBGN0031288-MONOMER
FBGN0032139	FBGN0032139-MONOMER
FBGN0027287	FBGN0027287-MONOMER
FBGN0053229	FBGN0053229-MONOMER
FBGN0039670	FBGN0039670-MONOMER
FBGN0037092	FBGN0037092-MONOMER
FBGN0051897	FBGN0051897-MONOMER
FBGN0052017	FBGN0052017-MONOMER
FBGN0085380	FBGN0085380-MONOMER
FBGN0035545	FBGN0035545-MONOMER
FBGN0038452	FBGN0038452-MONOMER
FBGN0259700	FBGN0259700-MONOMER
FBGN0052241	FBGN0052241-MONOMER
FBGN0085415	FBGN0085415-MONOMER
FBGN0050109	FBGN0050109-MONOMER
FBGN0039309	FBGN0039309-MONOMER
FBGN0035297	FBGN0035297-MONOMER
FBGN0030904	FBGN0030904-MONOMER
FBGN0027607	FBGN0027607-MONOMER
FBGN0033925	FBGN0033925-MONOMER
FBGN0045866	FBGN0045866-MONOMER
FBGN0051898	FBGN0051898-MONOMER
FBGN0034961	FBGN0034961-MONOMER
FBGN0066303	FBGN0066303-MONOMER
FBGN0035594	FBGN0035594-MONOMER
FBGN0050383	FBGN0050383-MONOMER
FBGN0035099	FBGN0035099-MONOMER
FBGN0033054	FBGN0033054-MONOMER
FBGN0031954	FBGN0031954-MONOMER
FBGN0038149	FBGN0038149-MONOMER
FBGN0052117	FBGN0052117-MONOMER
FBGN0028919	FBGN0028919-MONOMER
FBGN0085271	FBGN0085271-MONOMER
FBGN0038695	FBGN0038695-MONOMER
FBGN0030122	FBGN0030122-MONOMER
FBGN0003200	FBGN0003200-MONOMER
FBGN0039352	FBGN0039352-MONOMER
FBGN0035583	FBGN0035583-MONOMER
FBGN0051389	FBGN0051389-MONOMER
FBGN0030342	FBGN0030342-MONOMER
FBGN0038909	FBGN0038909-MONOMER
FBGN0037169	FBGN0037169-MONOMER
FBGN0052227	FBGN0052227-MONOMER
FBGN0037312	FBGN0037312-MONOMER
FBGN0051179	FBGN0051179-MONOMER
FBGN0037688	FBGN0037688-MONOMER
FBGN0067782	FBGN0067782-MONOMER
FBGN0034259	FBGN0034259-MONOMER
FBGN0086445	FBGN0086445-MONOMER
FBGN0031792	FBGN0031792-MONOMER
FBGN0050105	FBGN0050105-MONOMER
FBGN0003527	FBGN0003527-MONOMER
FBGN0034567	FBGN0034567-MONOMER
FBGN0031897	FBGN0031897-MONOMER
FBGN0040396	FBGN0040396-MONOMER
FBGN0085575	FBGN0085575-MONOMER
FBGN0053500	FBGN0053500-MONOMER
FBGN0032493	FBGN0032493-MONOMER
FBGN0032094	FBGN0032094-MONOMER
FBGN0032293	FBGN0032293-MONOMER
FBGN0054015	FBGN0054015-MONOMER
FBGN0039326	FBGN0039326-MONOMER
FBGN0034601	FBGN0034601-MONOMER
FBGN0051463	FBGN0051463-MONOMER
FBGN0043841	FBGN0043841-MONOMER
FBGN0034647	FBGN0034647-MONOMER
FBGN0029525	FBGN0029525-MONOMER
FBGN0052774	FBGN0052774-MONOMER
FBGN0040899	FBGN0040899-MONOMER
FBGN0038221	FBGN0038221-MONOMER
FBGN0038926	FBGN0038926-MONOMER
FBGN0034457	FBGN0034457-MONOMER
FBGN0034982	FBGN0034982-MONOMER
FBGN0031240	FBGN0031240-MONOMER
FBGN0029987	FBGN0029987-MONOMER
FBGN0052065	FBGN0052065-MONOMER
FBGN0033107	FBGN0033107-MONOMER
FBGN0035719	FBGN0035719-MONOMER
FBGN0052040	FBGN0052040-MONOMER
FBGN0037521	FBGN0037521-MONOMER
FBGN0030648	FBGN0030648-MONOMER
FBGN0024509	FBGN0024509-MONOMER
FBGN0033279	FBGN0033279-MONOMER
FBGN0032377	FBGN0032377-MONOMER
FBGN0083952	FBGN0083952-MONOMER
FBGN0000395	FBGN0000395-MONOMER
FBGN0040914	FBGN0040914-MONOMER
FBGN0033476	FBGN0033476-MONOMER
FBGN0036810	FBGN0036810-MONOMER
FBGN0051465	FBGN0051465-MONOMER
FBGN0033550	FBGN0033550-MONOMER
FBGN0030217	FBGN0030217-MONOMER
FBGN0002736	FBGN0002736-MONOMER
FBGN0035871	FBGN0035871-MONOMER
FBGN0039749	FBGN0039749-MONOMER
FBGN0035708	FBGN0035708-MONOMER
FBGN0029751	FBGN0029751-MONOMER
FBGN0052494	FBGN0052494-MONOMER
FBGN0259143	FBGN0259143-MONOMER
FBGN0033130	FBGN0033130-MONOMER
FBGN0037225	FBGN0037225-MONOMER
FBGN0033718	FBGN0033718-MONOMER
FBGN0029524	FBGN0029524-MONOMER
FBGN0052283	FBGN0052283-MONOMER
FBGN0054051	FBGN0054051-MONOMER
FBGN0038357	FBGN0038357-MONOMER
FBGN0040905	FBGN0040905-MONOMER
FBGN0052988	FBGN0052988-MONOMER
FBGN0031313	FBGN0031313-MONOMER
FBGN0039028	FBGN0039028-MONOMER
FBGN0036734	FBGN0036734-MONOMER
FBGN0037015	FBGN0037015-MONOMER
FBGN0031815	FBGN0031815-MONOMER
FBGN0035239	FBGN0035239-MONOMER
FBGN0036531	FBGN0036531-MONOMER
FBGN0085276	FBGN0085276-MONOMER
FBGN0033701	FBGN0033701-MONOMER
FBGN0032429	FBGN0032429-MONOMER
FBGN0051031	FBGN0051031-MONOMER
FBGN0032335	FBGN0032335-MONOMER
FBGN0032868	FBGN0032868-MONOMER
FBGN0040735	FBGN0040735-MONOMER
FBGN0085197	FBGN0085197-MONOMER
FBGN0034693	FBGN0034693-MONOMER
FBGN0050428	FBGN0050428-MONOMER
FBGN0054007	FBGN0054007-MONOMER
FBGN0030160	FBGN0030160-MONOMER
FBGN0028582	FBGN0028582-MONOMER
FBGN0085660	FBGN0085660-MONOMER
FBGN0030595	FBGN0030595-MONOMER
FBGN0033164	FBGN0033164-MONOMER
FBGN0036746	FBGN0036746-MONOMER
FBGN0053218	FBGN0053218-MONOMER
FBGN0034152	FBGN0034152-MONOMER
FBGN0039817	FBGN0039817-MONOMER
FBGN0052756	FBGN0052756-MONOMER
FBGN0083953	FBGN0083953-MONOMER
FBGN0038612	FBGN0038612-MONOMER
FBGN0033340	FBGN0033340-MONOMER
FBGN0085248	FBGN0085248-MONOMER
FBGN0030320	FBGN0030320-MONOMER
FBGN0027500	FBGN0027500-MONOMER
FBGN0051708	FBGN0051708-MONOMER
FBGN0030655	FBGN0030655-MONOMER
FBGN0032176	FBGN0032176-MONOMER
FBGN0085267	FBGN0085267-MONOMER
FBGN0052113	FBGN0052113-MONOMER
FBGN0029696	FBGN0029696-MONOMER
FBGN0038012	FBGN0038012-MONOMER
FBGN0085345	FBGN0085345-MONOMER
FBGN0032533	FBGN0032533-MONOMER
FBGN0034000	FBGN0034000-MONOMER
FBGN0063492	FBGN0063492-MONOMER
FBGN0037638	FBGN0037638-MONOMER
FBGN0030301	FBGN0030301-MONOMER
FBGN0039523	FBGN0039523-MONOMER
FBGN0030167	FBGN0030167-MONOMER
FBGN0036998	FBGN0036998-MONOMER
FBGN0033732	FBGN0033732-MONOMER
FBGN0053339	FBGN0053339-MONOMER
FBGN0051774	FBGN0051774-MONOMER
FBGN0037910	FBGN0037910-MONOMER
FBGN0085461	FBGN0085461-MONOMER
FBGN0030102	FBGN0030102-MONOMER
FBGN0259144	FBGN0259144-MONOMER
FBGN0038611	FBGN0038611-MONOMER
FBGN0033249	FBGN0033249-MONOMER
FBGN0029709	FBGN0029709-MONOMER
FBGN0069948	FBGN0069948-MONOMER
FBGN0064159	FBGN0064159-MONOMER
FBGN0037411	FBGN0037411-MONOMER
FBGN0038985	FBGN0038985-MONOMER
FBGN0027526	FBGN0027526-MONOMER
FBGN0040534	FBGN0040534-MONOMER
FBGN0052676	FBGN0052676-MONOMER
FBGN0033214	FBGN0033214-MONOMER
FBGN0024984	FBGN0024984-MONOMER
FBGN0035403	FBGN0035403-MONOMER
FBGN0039621	FBGN0039621-MONOMER
FBGN0030282	FBGN0030282-MONOMER
FBGN0032554	FBGN0032554-MONOMER
FBGN0031859	FBGN0031859-MONOMER
FBGN0037447	FBGN0037447-MONOMER
FBGN0051029	FBGN0051029-MONOMER
FBGN0034093	FBGN0034093-MONOMER
FBGN0031702	FBGN0031702-MONOMER
FBGN0029859	FBGN0029859-MONOMER
FBGN0038643	FBGN0038643-MONOMER
FBGN0032354	FBGN0032354-MONOMER
FBGN0033086	FBGN0033086-MONOMER
FBGN0039271	FBGN0039271-MONOMER
FBGN0032891	FBGN0032891-MONOMER
FBGN0037578	FBGN0037578-MONOMER
FBGN0000092	FBGN0000092-MONOMER
FBGN0024989	FBGN0024989-MONOMER
FBGN0085581	FBGN0085581-MONOMER
FBGN0038131	FBGN0038131-MONOMER
FBGN0037295	FBGN0037295-MONOMER
FBGN0001977	FBGN0001977-MONOMER
FBGN0031920	FBGN0031920-MONOMER
FBGN0034697	FBGN0034697-MONOMER
FBGN0038395	FBGN0038395-MONOMER
FBGN0032506	FBGN0032506-MONOMER
FBGN0036498	FBGN0036498-MONOMER
FBGN0069927	FBGN0069927-MONOMER
FBGN0037410	FBGN0037410-MONOMER
FBGN0085462	FBGN0085462-MONOMER
FBGN0083977	FBGN0083977-MONOMER
FBGN0085244	FBGN0085244-MONOMER
FBGN0053631	FBGN0053631-MONOMER
FBGN0028397	FBGN0028397-MONOMER
FBGN0037650	FBGN0037650-MONOMER
FBGN0052651	FBGN0052651-MONOMER
FBGN0029589	FBGN0029589-MONOMER
FBGN0034172	FBGN0034172-MONOMER
FBGN0040715	FBGN0040715-MONOMER
FBGN0031281	FBGN0031281-MONOMER
FBGN0041712	FBGN0041712-MONOMER
FBGN0036616	FBGN0036616-MONOMER
FBGN0085646	FBGN0085646-MONOMER
FBGN0038986	FBGN0038986-MONOMER
FBGN0038098	FBGN0038098-MONOMER
FBGN0051467	FBGN0051467-MONOMER
FBGN0040913	FBGN0040913-MONOMER
FBGN0039060	FBGN0039060-MONOMER
FBGN0085622	FBGN0085622-MONOMER
FBGN0034200	FBGN0034200-MONOMER
FBGN0037572	FBGN0037572-MONOMER
FBGN0030831	FBGN0030831-MONOMER
FBGN0032502	FBGN0032502-MONOMER
FBGN0030271	FBGN0030271-MONOMER
FBGN0037635	FBGN0037635-MONOMER
FBGN0033473	FBGN0033473-MONOMER
FBGN0085603	FBGN0085603-MONOMER
FBGN0015831	FBGN0015831-MONOMER
FBGN0024943	FBGN0024943-MONOMER
FBGN0025700	FBGN0025700-MONOMER
FBGN0040514	FBGN0040514-MONOMER
FBGN0038109	FBGN0038109-MONOMER
FBGN0037514	FBGN0037514-MONOMER
FBGN0053926	FBGN0053926-MONOMER
FBGN0031760	FBGN0031760-MONOMER
FBGN0037569	FBGN0037569-MONOMER
FBGN0036063	FBGN0036063-MONOMER
FBGN0039099	FBGN0039099-MONOMER
FBGN0259204	FBGN0259204-MONOMER
FBGN0069913	FBGN0069913-MONOMER
FBGN0030441	FBGN0030441-MONOMER
FBGN0033857	FBGN0033857-MONOMER
FBGN0037142	FBGN0037142-MONOMER
FBGN0040734	FBGN0040734-MONOMER
FBGN0086909	FBGN0086909-MONOMER
FBGN0085326	FBGN0085326-MONOMER
FBGN0032665	FBGN0032665-MONOMER
FBGN0023520	FBGN0023520-MONOMER
FBGN0054025	FBGN0054025-MONOMER
FBGN0038860	FBGN0038860-MONOMER
FBGN0032851	FBGN0032851-MONOMER
FBGN0031621	FBGN0031621-MONOMER
FBGN0085704	FBGN0085704-MONOMER
FBGN0000278	FBGN0000278-MONOMER
FBGN0037013	FBGN0037013-MONOMER
FBGN0064121	FBGN0064121-MONOMER
FBGN0039308	FBGN0039308-MONOMER
FBGN0035022	FBGN0035022-MONOMER
FBGN0030881	FBGN0030881-MONOMER
FBGN0039936	FBGN0039936-MONOMER
FBGN0050101	FBGN0050101-MONOMER
FBGN0058002	FBGN0058002-MONOMER
FBGN0035725	FBGN0035725-MONOMER
FBGN0052038	FBGN0052038-MONOMER
FBGN0033549	FBGN0033549-MONOMER
FBGN0051195	FBGN0051195-MONOMER
FBGN0031550	FBGN0031550-MONOMER
FBGN0050482	FBGN0050482-MONOMER
FBGN0032884	FBGN0032884-MONOMER
FBGN0035082	FBGN0035082-MONOMER
FBGN0036684	FBGN0036684-MONOMER
FBGN0028932	FBGN0028932-MONOMER
FBGN0035772	FBGN0035772-MONOMER
FBGN0058174	FBGN0058174-MONOMER
FBGN0032394	FBGN0032394-MONOMER
FBGN0031302	FBGN0031302-MONOMER
FBGN0030887	FBGN0030887-MONOMER
FBGN0052663	FBGN0052663-MONOMER
FBGN0050148	FBGN0050148-MONOMER
FBGN0052027	FBGN0052027-MONOMER
FBGN0051337	FBGN0051337-MONOMER
FBGN0040726	FBGN0040726-MONOMER
FBGN0035982	FBGN0035982-MONOMER
FBGN0035952	FBGN0035952-MONOMER
FBGN0039239	FBGN0039239-MONOMER
FBGN0036987	FBGN0036987-MONOMER
FBGN0038850	FBGN0038850-MONOMER
FBGN0083945	FBGN0083945-MONOMER
FBGN0085601	FBGN0085601-MONOMER
FBGN0040729	FBGN0040729-MONOMER
FBGN0034833	FBGN0034833-MONOMER
FBGN0052695	FBGN0052695-MONOMER
FBGN0037614	FBGN0037614-MONOMER
FBGN0037715	FBGN0037715-MONOMER
FBGN0085406	FBGN0085406-MONOMER
FBGN0053552	FBGN0053552-MONOMER
FBGN0053278	FBGN0053278-MONOMER
FBGN0085613	FBGN0085613-MONOMER
FBGN0036608	FBGN0036608-MONOMER
FBGN0046819	FBGN0046819-MONOMER
FBGN0036871	FBGN0036871-MONOMER
FBGN0053181	FBGN0053181-MONOMER
FBGN0259196	FBGN0259196-MONOMER
FBGN0040719	FBGN0040719-MONOMER
FBGN0038394	FBGN0038394-MONOMER
FBGN0051950	FBGN0051950-MONOMER
FBGN0045471	FBGN0045471-MONOMER
FBGN0036893	FBGN0036893-MONOMER
FBGN0015338	FBGN0015338-MONOMER
FBGN0039261	FBGN0039261-MONOMER
FBGN0034454	FBGN0034454-MONOMER
FBGN0038585	FBGN0038585-MONOMER
FBGN0032831	FBGN0032831-MONOMER
FBGN0030537	FBGN0030537-MONOMER
FBGN0034461	FBGN0034461-MONOMER
FBGN0036592	FBGN0036592-MONOMER
FBGN0032086	FBGN0032086-MONOMER
FBGN0032313	FBGN0032313-MONOMER
FBGN0052274	FBGN0052274-MONOMER
FBGN0040775	FBGN0040775-MONOMER
FBGN0037831	FBGN0037831-MONOMER
FBGN0033906	FBGN0033906-MONOMER
FBGN0030763	FBGN0030763-MONOMER
FBGN0032701	FBGN0032701-MONOMER
FBGN0052606	FBGN0052606-MONOMER
FBGN0051102	FBGN0051102-MONOMER
FBGN0034828	FBGN0034828-MONOMER
FBGN0053645	FBGN0053645-MONOMER
FBGN0052603	FBGN0052603-MONOMER
FBGN0026879	FBGN0026879-MONOMER
FBGN0085690	FBGN0085690-MONOMER
FBGN0085246	FBGN0085246-MONOMER
FBGN0050380	FBGN0050380-MONOMER
FBGN0051677	FBGN0051677-MONOMER
FBGN0036705	FBGN0036705-MONOMER
FBGN0085522	FBGN0085522-MONOMER
FBGN0047330	FBGN0047330-MONOMER
FBGN0032769	FBGN0032769-MONOMER
FBGN0038617	FBGN0038617-MONOMER
FBGN0051626	FBGN0051626-MONOMER
FBGN0053774	FBGN0053774-MONOMER
FBGN0031622	FBGN0031622-MONOMER
FBGN0051694	FBGN0051694-MONOMER
FBGN0030793	FBGN0030793-MONOMER
FBGN0063667	FBGN0063667-MONOMER
FBGN0005629	FBGN0005629-MONOMER
FBGN0052511	FBGN0052511-MONOMER
FBGN0035782	FBGN0035782-MONOMER
FBGN0035057	FBGN0035057-MONOMER
FBGN0030259	FBGN0030259-MONOMER
FBGN0259681	FBGN0259681-MONOMER
FBGN0039026	FBGN0039026-MONOMER
FBGN0085400	FBGN0085400-MONOMER
FBGN0032197	FBGN0032197-MONOMER
FBGN0040718	FBGN0040718-MONOMER
FBGN0037374	FBGN0037374-MONOMER
FBGN0083941	FBGN0083941-MONOMER
FBGN0035500	FBGN0035500-MONOMER
FBGN0031861	FBGN0031861-MONOMER
FBGN0044419	FBGN0044419-MONOMER
FBGN0046822	FBGN0046822-MONOMER
FBGN0039887	FBGN0039887-MONOMER
FBGN0033704	FBGN0033704-MONOMER
FBGN0032104	FBGN0032104-MONOMER
FBGN0046827	FBGN0046827-MONOMER
FBGN0037294	FBGN0037294-MONOMER
FBGN0035482	FBGN0035482-MONOMER
FBGN0046301	FBGN0046301-MONOMER
FBGN0034271	FBGN0034271-MONOMER
FBGN0036014	FBGN0036014-MONOMER
FBGN0026197	FBGN0026197-MONOMER
FBGN0030645	FBGN0030645-MONOMER
FBGN0046828	FBGN0046828-MONOMER
FBGN0038672	FBGN0038672-MONOMER
FBGN0040625	FBGN0040625-MONOMER
FBGN0085655	FBGN0085655-MONOMER
FBGN0000094	FBGN0000094-MONOMER
FBGN0038107	FBGN0038107-MONOMER
FBGN0053502	FBGN0053502-MONOMER
FBGN0038697	FBGN0038697-MONOMER
FBGN0030352	FBGN0030352-MONOMER
FBGN0039980	FBGN0039980-MONOMER
FBGN0033194	FBGN0033194-MONOMER
FBGN0021742	FBGN0021742-MONOMER
FBGN0259190	FBGN0259190-MONOMER
FBGN0034755	FBGN0034755-MONOMER
FBGN0085336	FBGN0085336-MONOMER
FBGN0039483	FBGN0039483-MONOMER
FBGN0030940	FBGN0030940-MONOMER
FBGN0040877	FBGN0040877-MONOMER
FBGN0022343	FBGN0022343-MONOMER
FBGN0030943	FBGN0030943-MONOMER
FBGN0053269	FBGN0053269-MONOMER
FBGN0051126	FBGN0051126-MONOMER
FBGN0036908	FBGN0036908-MONOMER
FBGN0030838	FBGN0030838-MONOMER
FBGN0030481	FBGN0030481-MONOMER
